Code,Party,Title,FileType,Language,Version,Status,SubmissionDate,EncodedAbsUrl,OriginalFilename
PSE,State of Palestine,NDC Approval by Palestinian Council of Ministers (Archived),Addendum,Arabic,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/State%20of%20Palestine_Council%20of%20Ministers%20Decision-NDC_Approval.pdf,State of Palestine_Council of Ministers Decision-NDC_Approval.pdf
PSE,State of Palestine,State of Palestine First NDC (Archived),NDC,English,1,Archived,2017-08-21,https://unfccc.int/sites/default/files/NDC/2022-06/State%20of%20Palestine%20First%20NDC.pdf,State of Palestine First NDC.pdf
PSE,State of Palestine,State of Palestine First NDC (Updated submission),NDC,English,2,Active,2021-10-10,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC_%20State%20of%20Palestine_2021_FINAL.pdf,Updated NDC_ State of Palestine_2021_FINAL.pdf
PSE,State of Palestine,State of Palestine First NDC (Archived),Translation,Arabic,1,Archived,2017-08-21,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_State%20of%20Palestine_Arabic.pdf,NDC_State of Palestine_Arabic.pdf
SDN,Sudan,Submission of Sudan's First NDC,Addendum,English,3,Active,,https://unfccc.int/sites/default/files/NDC/2022-10/Submission%20of%20Sudan%20Updated%20First%20NDC.pdf,Submission of Sudan Updated First NDC.pdf
SDN,Sudan,Sudan First NDC (Archived),NDC,English,1,Archived,2017-08-02,https://unfccc.int/sites/default/files/NDC/2022-06/28Oct15-Sudan%20INDC.pdf,28Oct15-Sudan INDC.pdf
SDN,Sudan,Sudan First NDC (Interim updated submission),NDC,English,2,Archived,2021-05-31,https://unfccc.int/sites/default/files/NDC/2022-06/Sudan%20Updated%20First%20NDC-Interim%20Submission.pdf,Sudan Updated First NDC-Interim Submission.pdf
SDN,Sudan,Sudan's First NDC,NDC,English,3,Active,2022-09-22,https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf,Sudan Updated First NDC-12102021.pdf
SUR,Suriname,Suriname NDC 3.0,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/NDC%203%20report%20Suriname%20251104%20Final%20Publication%20Version.pdf,NDC 3 report Suriname 251104 Final Publication Version.pdf
SUR,Suriname,Suriname First NDC(Archived),NDC,English,1,Archived,2019-02-13,https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20First%20NDC.pdf,Suriname First NDC.pdf
SUR,Suriname,Suriname Second NDC,NDC,English,2,Active,2019-12-09,https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20Second%20NDC.pdf,Suriname Second NDC.pdf
SWE,Sweden,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
SWE,Sweden,EU First NDC (Archived),NDC,English,1,Archived,2016-10-13,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
SWE,Sweden,EU First NDC(Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
SWE,Sweden,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
CHE,Switzerland,Annex to Switzerland NDC 2031-2035,Addendum,English,,Active,,https://unfccc.int/sites/default/files/2025-01/Annex%20to%20Switzerland%20NDC%202031-2035.pdf,Annex to Switzerland NDC 2031-2035.pdf
CHE,Switzerland,Communication and update on Switzerland's NDC,Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Letter%20NDC%20Communication%20UNFCCC_Switzerland.pdf,Letter NDC Communication UNFCCC_Switzerland.pdf
CHE,Switzerland,Switzerland submission Para 29 Glasgow Climate Pact,Addendum,English,3,Archived,,https://unfccc.int/sites/default/files/NDC/2022-11/Switzerland%20Para29%20GCP.pdf,Switzerland Para29 GCP.pdf
CHE,Switzerland,Switzerland second NDC 2031-2035,NDC,English,,Active,2025-01-29,https://unfccc.int/sites/default/files/2025-01/Switzerland%20second%20NDC%202031-2035.pdf,Switzerland second NDC 2031-2035.pdf
CHE,Switzerland,Switzerland First NDC (Archived),NDC,English,1,Archived,2017-10-06,https://unfccc.int/sites/default/files/NDC/2022-06/15%2002%2027_INDC%20Contribution%20of%20Switzerland.pdf,15 02 27_INDC Contribution of Switzerland.pdf
CHE,Switzerland,Switzerland First NDC (Archived),NDC,English,2,Archived,2020-12-09,https://unfccc.int/sites/default/files/NDC/2022-06/Switzerland_Full%20NDC%20Communication%202021-2030%20incl%20ICTU.pdf,Switzerland_Full NDC Communication 2021-2030 incl ICTU.pdf
CHE,Switzerland,Switzerland First NDC (Updated submission),NDC,English,3,Archived,2021-12-17,https://unfccc.int/sites/default/files/NDC/2022-11/Swiss%20NDC%202021-2030%20incl%20ICTU_0.pdf,Swiss NDC 2021-2030 incl ICTU_0.pdf
CHE,Switzerland,Switzerland First NDC (2021-2030 Update 2024 including ICTUs),NDC,English,4,Active,2024-11-14,https://unfccc.int/sites/default/files/2024-11/Switzerlands%20First%20NDC_2021_2030_Update%202024_including%20ICTUs.pdf,Switzerlands First NDC_2021_2030_Update 2024_including ICTUs.pdf
SYR,Syrian Arab Republic,Syrian Arab Republic First NDC,NDC,Arabic,1,Active,2018-11-30,https://unfccc.int/sites/default/files/NDC/2022-06/First%20NDC_Syrian%20Arab%20Republic.pdf,First NDC_Syrian Arab Republic.pdf
SYR,Syrian Arab Republic,Syrian Arab Republic First NDC,Translation,English,1,Active,2018-11-30,https://unfccc.int/sites/default/files/NDC/2022-06/FirstNDC-Eng-Syrian%20Arab%20Republic.pdf,FirstNDC-Eng-Syrian Arab Republic.pdf
TJK,Tajikistan,Tajikistan First NDC (Updated submission letter),Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_Letter_TJK.pdf,NDC_Letter_TJK.pdf
TJK,Tajikistan,Tajikistan First NDC (Archived),NDC,Russian,1,Archived,2017-03-22,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-TJK%20final%20RUS%2021%20%D1%81%D0%B5%D0%BD%D1%82.pdf,INDC-TJK final RUS 21 сент.pdf
TJK,Tajikistan,Tajikistan First NDC (Updated submission),NDC,Russian,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_TAJIKISTAN_RUSS.pdf,NDC_TAJIKISTAN_RUSS.pdf
TJK,Tajikistan,Tajikistan First NDC (Archived),Translation,English,1,Archived,2017-03-22,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-TJK%20final%20ENG.pdf,INDC-TJK final ENG.pdf
TJK,Tajikistan,Tajikistan First NDC (Updated submission),Translation,English,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_TAJIKISTAN_ENG.pdf,NDC_TAJIKISTAN_ENG.pdf
THA,Thailand,Thailand 2nd Updated NDC Letter of Submission,Addendum,English,3,Active,,https://unfccc.int/sites/default/files/NDC/2023-01/Cover%20Letter%20-%202nd%20Updated%20NDC.pdf,Cover Letter - 2nd Updated NDC.pdf
THA,Thailand,Thailand​ NDC 3.0,NDC,English,,Active,2025-11-04,https://unfccc.int/sites/default/files/2025-11/TH%20NDC%203.0.pdf,TH NDC 3.0.pdf
THA,Thailand,Thailand First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Thailand_INDC.pdf,Thailand_INDC.pdf
THA,Thailand,Thailand First NDC (Updated submission),NDC,English,2,Archived,2020-10-26,https://unfccc.int/sites/default/files/NDC/2022-06/Thailand%20Updated%20NDC.pdf,Thailand Updated NDC.pdf
THA,Thailand,Thailand​ 2nd​ Updated​ NDC,NDC,English,3,Active,2022-11-02,https://unfccc.int/sites/default/files/NDC/2022-11/Thailand%202nd%20Updated%20NDC.pdf,Thailand 2nd Updated NDC.pdf
TLS,Timor-Leste,Timor-Leste First NDC,NDC,English,1,Archived,2017-08-16,https://unfccc.int/sites/default/files/NDC/2022-06/Timor-Leste%20First%20NDC.pdf,Timor-Leste First NDC.pdf
TLS,Timor-Leste,Timor-Leste Updated NDC 2022-2030,NDC,English,2,Active,2022-11-08,https://unfccc.int/sites/default/files/NDC/2022-11/Timor_Leste%20Updated%20NDC%202022_2030.pdf,Timor_Leste Updated NDC 2022_2030.pdf
TGO,Togo,Togo First NDC (Archived),NDC,French,1,Archived,2017-06-28,https://unfccc.int/sites/default/files/NDC/2022-06/CPDN%20_TOGO.pdf,CPDN _TOGO.pdf
TGO,Togo,Togo First NDC (Updated submission),NDC,French,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9es_Togo_Document%20int%C3%A9rimaire_rv_11%2010%2021.pdf,CDN Revisées_Togo_Document intérimaire_rv_11 10 21.pdf
TGO,Togo,Togo First NDC (Archived),Translation,English,1,Archived,2017-06-28,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Togo_english%20version.pdf,INDC Togo_english version.pdf
TON,Tonga,Tongas Second Nationally Determined Contribution Review Report,Addendum,English,,Active,,https://unfccc.int/sites/default/files/2025-09/Tongas%20Second%20Nationally%20Determined%20Contribution%20Review%20Report.pdf,Tongas Second Nationally Determined Contribution Review Report.pdf
TON,Tonga,Tonga Second NDC,Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga%20NDC%20Review%20Report.pdf,Tonga NDC Review Report.pdf
TON,Tonga,Tonga NDC 3.0,NDC,English,,Active,2025-09-23,https://unfccc.int/sites/default/files/2025-09/Tongas%20Third%20Nationally%20Determined%20Contribution.pdf,Tongas Third Nationally Determined Contribution.pdf
TON,Tonga,Tonga First NDC,NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga%20INDC.pdf,Tonga INDC.pdf
TON,Tonga,Tonga Second NDC,NDC,English,2,Active,2020-12-09,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga%27s%20Second%20NDC.pdf,Tonga's Second NDC.pdf
TTO,Trinidad and Tobago,Trinidad and Tobago First NDC,NDC,English,1,Active,2018-02-22,https://unfccc.int/sites/default/files/NDC/2022-06/Trinidad%20and%20Tobago%20Final%20INDC.pdf,Trinidad and Tobago Final INDC.pdf
TUN,Tunisia,"Updated NDC - Executive summary, english version",Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-08/CDN%20-%20updated%20executive%20summary.pdf,CDN - updated executive summary.pdf
TUN,Tunisia,Preliminary draft element of the new Tunisian NDC 3.0,NDC,English,,Active,2025-09-22,https://unfccc.int/sites/default/files/2025-09/Republic%20Of%20Tunisia-Draft%20preleminary%20elements%20of%20the%20NDC%203.pdf,Republic Of Tunisia-Draft preleminary elements of the NDC 3.pdf
TUN,Tunisia,Tunisia First NDC (Archived),NDC,French,1,Archived,2017-02-10,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Tunisie%20VF%205%20aout%20Valid.pdf,INDC Tunisie VF 5 aout Valid.pdf
TUN,Tunisia,Tunisia First NDC (Updated submission),NDC,French,2,Active,2021-10-10,https://unfccc.int/sites/default/files/NDC/2022-06/Tunisia%20Update%20NDC-french.pdf,Tunisia Update NDC-french.pdf
TUN,Tunisia,Tunisia First NDC (Archived),Translation,English,1,Archived,2017-02-10,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-Tunisia-English%20Version.pdf,INDC-Tunisia-English Version.pdf
TUN,Tunisia,Updated NDC - English version,Translation,English,2,Active,2021-10-10,https://unfccc.int/sites/default/files/NDC/2022-08/CDN%20-%20Updated%20-english%20version.pdf,CDN - Updated -english version.pdf
TKM,Turkmenistan,Turkmenistan First NDC,NDC,English,1,Archived,2016-10-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Turkmenistan.pdf,INDC_Turkmenistan.pdf
TKM,Turkmenistan,Nationally Determined Contribution of Turkmenistan under the Paris Agreement,NDC,Russian,2,Active,2023-01-30,https://unfccc.int/sites/default/files/NDC/2023-01/NDC_Turkmenistan_12-05-2022_approv.%20by%20Decree_Rus.pdf,NDC_Turkmenistan_12-05-2022_approv. by Decree_Rus.pdf
TKM,Turkmenistan,Nationally Determined Contribution of Turkmenistan under the Paris Agreement,Translation,English,2,Active,2023-01-30,https://unfccc.int/sites/default/files/NDC/2023-01/NDC_Turkmenistan_12-05-2022_approv.%20by%20Decree_Eng.pdf,NDC_Turkmenistan_12-05-2022_approv. by Decree_Eng.pdf
TUV,Tuvalu,Tuvalu NDC 3.0,NDC,English,,Active,2025-09-26,https://unfccc.int/sites/default/files/2025-09/Tuvalu%20NDC%203.0%20-%20Secretariat%20Submission%20FINAL.pdf,Tuvalu NDC 3.0 - Secretariat Submission FINAL.pdf
TUV,Tuvalu,Tuvalu First NDC,NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/TUVALU%20INDC.pdf,TUVALU INDC.pdf
TUV,Tuvalu,Government of Tuvalu Updated Nationally Determined Contribution,NDC,English,2,Active,2022-11-16,https://unfccc.int/sites/default/files/NDC/2023-02/Tuvalus%20Updated%20NDC%20for%20UNFCCC%20Submission.pdf,Tuvalus Updated NDC for UNFCCC Submission.pdf
TUR,Türkiye,Türkiye First NDC,NDC,English,1,Archived,2021-10-11,https://unfccc.int/sites/default/files/NDC/2022-06/The_INDC_of_TURKEY_v.15.19.30.pdf,The_INDC_of_TURKEY_v.15.19.30.pdf
TUR,Türkiye,Türkiye Second NDC (NDC 3.0),NDC,English,N/A,Active,2025-11-09,https://unfccc.int/sites/default/files/2025-11/The%20Second%20NDC%20of%20T%C3%BCrkiye.pdf,The Second NDC of Türkiye.pdf
TUR,Türkiye,TÜRKİYE UPDATED 1st NDC,NDC,English,N/A,Active,2023-04-13,https://unfccc.int/sites/default/files/NDC/2023-04/T%C3%9CRK%C4%B0YE_UPDATED%201st%20NDC_EN.pdf,TÜRKİYE_UPDATED 1st NDC_EN.pdf
UGA,Uganda,Submission letter (Interim updated submission),Addendum,English,2,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Submission%20NDC%20Interim%20Rpt.pdf,Submission NDC Interim Rpt.pdf
UGA,Uganda,Uganda First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Uganda%20final%20%2014%20October%20%202015.pdf,INDC Uganda final  14 October  2015.pdf
UGA,Uganda,Uganda First NDC (Interim-updated submission),NDC,English,2,Archived,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/Uganda%20interim%20NDC%20submission_.pdf,Uganda interim NDC submission_.pdf
UGA,Uganda,Uganda's Updated NDC,NDC,English,3,Active,2022-09-12,https://unfccc.int/sites/default/files/NDC/2022-09/Updated%20NDC%20_Uganda_2022%20Final.pdf,Updated NDC _Uganda_2022 Final.pdf
UKR,Ukraine,Ukraine Second NDC,NDC,,,Active,2025-11-11,https://unfccc.int/sites/default/files/2025-11/2%20%D0%9D%D0%92%D0%922%20%D0%BF%D1%80%D0%BE%D1%94%D0%BA%D1%82%20%28%D0%B7%D0%BC%D1%96%D0%BD%D0%B5%D0%BD%D0%B0%20%D1%86%D1%96%D0%BB%D1%8C%20_%20%D0%B7%D0%B2%D1%96%D1%82%29%20.pdf,2 НВВ2 проєкт (змінена ціль _ звіт) .pdf
UKR,Ukraine,Ukraine First NDC (Archived),NDC,English,1,Archived,2016-09-19,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20First%20NDC.pdf,Ukraine First NDC.pdf
UKR,Ukraine,Ukraine First NDC (Updated submission),NDC,English,2,Active,2021-07-31,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20NDC_July%2031.pdf,Ukraine NDC_July 31.pdf
UKR,Ukraine,Ukraine Second NDC,Translation,English,,Active,2025-11-11,https://unfccc.int/sites/default/files/2025-11/2%20Ukraine%20NDC2_adj_v2.pdf,2 Ukraine NDC2_adj_v2.pdf
ARE,United Arab Emirates,The United Arab Emirates’ Third Nationally Determined Contribution (NDC 3.0),NDC,English,,Active,2024-11-06,https://unfccc.int/sites/default/files/2024-11/UAE-NDC3.0.pdf,UAE-NDC3.0.pdf
ARE,United Arab Emirates,United Arab Emirates First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/UAE%20INDC%20-%2022%20October.pdf,UAE INDC - 22 October.pdf
ARE,United Arab Emirates,United Arab Emirates Second NDC,NDC,Arabic,2,Archived,2020-12-29,https://unfccc.int/sites/default/files/NDC/2022-06/UAE%20Second%20NDC%20-%20UNFCCC%20Submission%20-%20Arabic%20-%20FINAL.pdf,UAE Second NDC - UNFCCC Submission - Arabic - FINAL.pdf
ARE,United Arab Emirates,Third Update of Second Nationally Determined Contribution for the UAE,NDC,English,3,Archived,2023-07-11,https://unfccc.int/sites/default/files/NDC/2023-07/Third%20Update%20of%20Second%20NDC%20for%20the%20UAE_v15.pdf,Third Update of Second NDC for the UAE_v15.pdf
ARE,United Arab Emirates,Updated Second Nationally Determined Contribution of the United Arab Emirates,NDC,English,3,Archived,2022-09-14,https://unfccc.int/sites/default/files/NDC/2022-09/UpdateNDC-EN-2022.pdf,UpdateNDC-EN-2022.pdf
ARE,United Arab Emirates,United Arab Emirates Second NDC,Translation,English,2,Archived,2020-12-29,https://unfccc.int/sites/default/files/NDC/2022-06/UAE%20Second%20NDC%20-%20UNFCCC%20Submission%20-%20English%20-%20FINAL.pdf,UAE Second NDC - UNFCCC Submission - English - FINAL.pdf
ARE,United Arab Emirates,تحديث المساهمات المحددة وطنياً الثانية لدولة الإمارات العربية المتحدة,Translation,Arabic,3,Archived,2022-09-14,https://unfccc.int/sites/default/files/NDC/2022-09/UpdateNDC-AR-2022.pdf,UpdateNDC-AR-2022.pdf
GBR,United Kingdom of Great Britain and Northern Ireland,The UK’s 2035 NDC ICTU,NDC,English,,Active,2025-01-30,https://unfccc.int/sites/default/files/2025-01/UK%27s%202035%20NDC%20ICTU.pdf,UK's 2035 NDC ICTU.pdf
GBR,United Kingdom of Great Britain and Northern Ireland,EU First NDC (Archived),NDC,English,1,Archived,2016-11-18,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
GBR,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland First NDC (Updated Submission),NDC,English,2,Archived,2020-12-12,https://unfccc.int/sites/default/files/NDC/2022-06/UK%20Nationally%20Determined%20Contribution.pdf,UK Nationally Determined Contribution.pdf
GBR,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland updated 2030 NDC,NDC,English,3,Active,2022-09-22,https://unfccc.int/sites/default/files/NDC/2022-09/UK%20NDC%20ICTU%202022.pdf,UK NDC ICTU 2022.pdf
TZA,United Republic of Tanzania,United Republic of Tanzania First NDC (Archived),NDC,English,1,Archived,2018-05-18,https://unfccc.int/sites/default/files/NDC/2022-06/The%20United%20Republic%20of%20Tanzania%20First%20NDC.pdf,The United Republic of Tanzania First NDC.pdf
TZA,United Republic of Tanzania,United Republic of Tanzania First NDC (Updated submission),NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/TANZANIA_NDC_SUBMISSION_30%20JULY%202021.pdf,TANZANIA_NDC_SUBMISSION_30 JULY 2021.pdf
USA,United States of America,United States of America 2035 NDC,NDC,English,,Active,2024-12-19,https://unfccc.int/sites/default/files/2024-12/United%20States%202035%20NDC.pdf,United States 2035 NDC.pdf
USA,United States of America,United States of America First NDC (Archived),NDC,English,1,Archived,2016-09-03,https://unfccc.int/sites/default/files/NDC/2022-06/U.S.A.%20First%20NDC%20Submission.pdf,U.S.A. First NDC Submission.pdf
USA,United States of America,United States of America First NDC (After rejoining the Paris Agreement),NDC,English,2,Active,2021-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/United%20States%20NDC%20April%2021%202021%20Final.pdf,United States NDC April 21 2021 Final.pdf
URY,Uruguay,Uruguay Third NDC,NDC,Spanish,,Active,2024-12-30,https://unfccc.int/sites/default/files/2025-01/20241220_Uruguay_NDC3.pdf,20241220_Uruguay_NDC3.pdf
URY,Uruguay,Uruguay First NDC,NDC,Spanish,1,Archived,2017-11-10,https://unfccc.int/sites/default/files/NDC/2022-06/Uruguay_Primera%20Contribuci%C3%B3n%20Determinada%20a%20nivel%20Nacional.pdf,Uruguay_Primera Contribución Determinada a nivel Nacional.pdf
URY,Uruguay,Uruguay Second NDC,NDC,Spanish,2,Active,2022-12-30,https://unfccc.int/sites/default/files/NDC/2022-12/Uruguay%20Segunda%20CDN.pdf,Uruguay Segunda CDN.pdf
URY,Uruguay,Uruguay First NDC,Translation,English,1,Archived,2017-11-10,https://unfccc.int/sites/default/files/NDC/2022-06/Uruguay_First%20Nationally%20Determined%20Contribution.pdf,Uruguay_First Nationally Determined Contribution.pdf
UZB,Uzbekistan,Uzbekistan NDC 3.0,NDC,Russian,,Active,2025-11-06,https://unfccc.int/sites/default/files/2025-11/Uzbekistan%20Third%20NDC%20rus.pdf,Uzbekistan Third NDC rus.pdf
UZB,Uzbekistan,Uzbekistan First NDC (Archived),NDC,English,1,Archived,2018-11-09,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Uzbekistan%2018-04-2017_Eng.pdf,INDC Uzbekistan 18-04-2017_Eng.pdf
UZB,Uzbekistan,Uzbekistan First NDC (Updated submission),NDC,Russian,2,Active,2021-10-30,https://unfccc.int/sites/default/files/NDC/2022-06/Uzbekistan_Updated%20NDC_2021_RU.pdf,Uzbekistan_Updated NDC_2021_RU.pdf
UZB,Uzbekistan,Uzbekistan NDC 3.0,Translation,English,,Active,2025-11-06,https://unfccc.int/sites/default/files/2025-11/Uzbekistan%20Third%20NDC.pdf,Uzbekistan Third NDC.pdf
UZB,Uzbekistan,Uzbekistan First NDC (Updated submission),Translation,English,2,Active,2021-10-30,https://unfccc.int/sites/default/files/NDC/2022-06/Uzbekistan_Updated%20NDC_2021_EN.pdf,Uzbekistan_Updated NDC_2021_EN.pdf
VUT,Vanuatu,Vanuatu NDC 3.0,NDC,English,,Active,2025-09-24,https://unfccc.int/sites/default/files/2025-09/Vanuatu%20NDC%203.0.pdf,Vanuatu NDC 3.0.pdf
VUT,Vanuatu,Vanuatu First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/VANUATU%20%20INDC%20UNFCCC%20Submission.pdf,VANUATU  INDC UNFCCC Submission.pdf
VUT,Vanuatu,Vanuatu First NDC (Updated Submission),NDC,English,2,Archived,2021-03-22,https://unfccc.int/sites/default/files/NDC/2022-06/Vanuatu%E2%80%99s%20First%20Nationally%20Determined%20Contribution%20%28NDC%29%20%28Updated%20Submission%202020%29.pdf,Vanuatu’s First Nationally Determined Contribution (NDC) (Updated Submission 2020).pdf
VUT,Vanuatu,Vanuatu NDC Revised and Enhanced,NDC,English,3,Active,2022-08-09,https://unfccc.int/sites/default/files/NDC/2022-08/Vanuatu%20NDC%20Revised%20and%20Enhanced.pdf,Vanuatu NDC Revised and Enhanced.pdf
VEN,Venezuela (Bolivarian Republic of),NOTA VERBAL,Addendum,Spanish,,Active,,https://unfccc.int/sites/default/files/2025-10/Nota%20Verbal%20N%C2%B0%20136%20-%20Entrega%20de%20la%20contribuci%C3%B3n%20nacionalmente%20determinada%20de%20Venezuela%20%282025%E2%80%932030%29.pdf,Nota Verbal N° 136 - Entrega de la contribución nacionalmente determinada de Venezuela (2025–2030).pdf
VEN,Venezuela (Bolivarian Republic of),NOTA VERBAL CMNUCC NDC Actualizada Venezuela,Addendum,Spanish,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/NOTA%20VERBAL%20CMNUCC%20NDC%20Actualizada%20Venezuela.pdf,NOTA VERBAL CMNUCC NDC Actualizada Venezuela.pdf
VEN,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of) Second NDC,NDC,Spanish,,Active,2025-10-28,https://unfccc.int/sites/default/files/2025-10/Segunda%20Contribuci%C3%B3n%20Determinada%20Nacional%20CDN%202025-2030.pdf,Segunda Contribución Determinada Nacional CDN 2025-2030.pdf
VEN,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of) First NDC (Archived),NDC,Spanish,1,Archived,2018-02-27,https://unfccc.int/sites/default/files/NDC/2022-06/Primera%20%20NDC%20Venezuela.pdf,Primera  NDC Venezuela.pdf
VEN,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of) First NDC (Updated submission),NDC,Spanish,2,Active,2021-11-09,https://unfccc.int/sites/default/files/NDC/2022-06/Actualizacion%20NDC%20Venezuela.pdf,Actualizacion NDC Venezuela.pdf
VNM,Viet Nam,Viet Nam First NDC (Archived),NDC,English,1,Archived,2016-11-03,https://unfccc.int/sites/default/files/NDC/2022-06/VIETNAM%27S%20INDC.pdf,VIETNAM'S INDC.pdf
VNM,Viet Nam,Viet Nam Updated First NDC (Updated submission),NDC,English,2,Archived,2020-09-11,https://unfccc.int/sites/default/files/NDC/2022-06/Viet%20Nam_NDC_2020_Eng.pdf,Viet Nam_NDC_2020_Eng.pdf
VNM,Viet Nam,Viet Nam NDC 2022 Update,NDC,English,3,Active,2022-11-08,https://unfccc.int/sites/default/files/NDC/2022-11/Viet%20Nam%20NDC%202022%20Update.pdf,Viet Nam NDC 2022 Update.pdf
YEM,Yemen,Yemen NDC 3.0,NDC,English,,Active,2025-11-17,https://unfccc.int/sites/default/files/2025-11/Yemens%20NDC3.0%20Vision.pdf,Yemens NDC3.0 Vision.pdf
ZMB,Zambia,Communication on Zambia's NDC Revision and Updating Process,Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Communication%20on%20Zambia%27s%20NDC%20Revision%20and%20Updating%20Process.pdf,Communication on Zambia's NDC Revision and Updating Process.pdf
ZMB,Zambia,Zambia NDC 3.0,NDC,English,,Active,2025-10-28,https://unfccc.int/sites/default/files/2025-10/NDC%203.0%20COPY%20OF%20ZAMBIA%27S%20ICTU%20FOR%20SUBMISSION%20.pdf,NDC 3.0 COPY OF ZAMBIA'S ICTU FOR SUBMISSION .pdf
ZMB,Zambia,Provisional NDC 3.0,NDC,English,,Archived,2025-03-10,https://unfccc.int/sites/default/files/2025-03/Provisional%20NDC%20Submission_Zambia_Revised%20and%20Updated_NDC_100325.pdf,Provisional NDC Submission_Zambia_Revised and Updated_NDC_100325.pdf
ZMB,Zambia,Zambia First NDC (Archived),NDC,English,1,Archived,2016-12-09,https://unfccc.int/sites/default/files/NDC/2022-06/FINAL%2BZAMBIA%27S%2BINDC_1.pdf,FINAL+ZAMBIA'S+INDC_1.pdf
ZMB,Zambia,Zambia First NDC (Archived),NDC,English,2,Archived,2020-12-30,https://unfccc.int/sites/default/files/NDC/2022-06/Zambia_Provisional_Updated_NDC_2020.pdf,Zambia_Provisional_Updated_NDC_2020.pdf
ZMB,Zambia,Zambia First NDC (Updated submission),NDC,English,3,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Zambia_Revised%20and%20Updated_NDC_2021_.pdf,Final Zambia_Revised and Updated_NDC_2021_.pdf
ZWE,Zimbabwe,Zimbabwe NDC3.0 Country Statement,NDC,English,,Active,2025-02-10,https://unfccc.int/sites/default/files/2025-02/Zimbabwe%20NDC3.0%20Country%20Statement_2025_35.pdf,Zimbabwe NDC3.0 Country Statement_2025_35.pdf
